Product Name,Product Image,Card Effect,Card Name,Card Number,Card Type,Card Subtype,Class,Cost,Defense Value,Finish,Intellect,Life,Pitch Value,Power,Rarity,Set Name,Multi Faced,Card Uri
Demolition Crew (Yellow) Unlimited Edition Normal,93-1-demolition-crew-yellow-wtr180.jpg,"As an additional cost to play Demolition Crew, reveal a card in your hand with cost [2 Resource] or greater. <br />Dominate (The defending hero can't defend Demolition Crew with more than 1 card from their hand.)",Demolition Crew (Yellow),WTR180,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,2,5,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/demolition-crew-yellow?Language=English
Debilitate (Red) Unlimited Edition Normal,89-1-debilitate-red-wtr066.jpg,"Crush - If Debilitate deals 4 or more damage to a hero, their first attack during their next turn has -2 [Power].",Debilitate (Red),WTR066,Action,Attack,Guardian,4,3,Unlimited Edition Normal,,,1,8,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/debilitate-red?Language=English
Demolition Crew (Red) Unlimited Edition Normal,92-1-demolition-crew-red-wtr179.jpg,"As an additional cost to play Demolition Crew, reveal a card in your hand with cost [2 Resource] or greater. <br />Dominate (The defending hero can't defend Demolition Crew with more than 1 card from their hand.)",Demolition Crew (Red),WTR179,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,1,6,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/demolition-crew-red?Language=English
Disable (Blue) Unlimited Edition Normal,94-1-disable-blue-wtr050.jpg,"Crush - If Disable deals 4 or more damage to a hero, put a card from their arsenal on the bottom of it's owners deck.",Disable (Blue),WTR050,Action,Attack,Guardian,5,3,Unlimited Edition Normal,,,3,7,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/disable-blue?Language=English
Disable (Red) Unlimited Edition Normal,95-1-disable-red-wtr048.jpg,"Crush - If Disable deals 4 or more damage to a hero, put a card from their arsenal on the bottom of it's owners deck.",Disable (Red),WTR048,Action,Attack,Guardian,5,3,Unlimited Edition Normal,,,1,9,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/disable-red?Language=English
Disable (Yellow) Unlimited Edition Normal,96-1-disable-yellow-wtr049.jpg,"Crush - If Disable deals 4 or more damage to a hero, put a card from their arsenal on the bottom of it's owners deck.",Disable (Yellow),WTR049,Action,Attack,Guardian,5,3,Unlimited Edition Normal,,,2,8,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/disable-yellow?Language=English
"Dorinthea - 1st Edition // Katsu, the Wanderer - 1st Edition",100-1-dorintheawtr114.jpg // 100-2-katsu-the-wandererwtr076.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Katsu, the Wanderer <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again.","Dorinthea // Katsu, the Wanderer",WTR114 // WTR076,Hero Weapon,Young,Ninja Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-katsu-the-wanderer?Language=English
Dorinthea Unlimited Edition Normal // Harmonized Kodachi Unlimited Edition Normal,98-1-dorintheawtr114.jpg // 98-2-harmonized-kodachiwtr078.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, // Harmonized Kodachi <br />gains go again.",Dorinthea // Harmonized Kodachi,WTR114 // WTR078,Hero Weapon,Dagger (1H),Warrior,,,Unlimited Edition Normal,4,20,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-harmonized-kodachi?Language=English
Dorinthea - 1st Edition // Katsu - 1st Edition,99-1-dorintheawtr114.jpg // 99-2-katsuwtr077.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Katsu <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again.",Dorinthea // Katsu,WTR114 // WTR077,Hero Weapon,Young,Ninja Warrior,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-katsu?Language=English
Dorinthea - 1st Edition // Dorinthea Ironsong - 1st Edition,97-1-dorintheawtr114.jpg // 97-2-dorinthea-ironsongwtr113.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn.",Dorinthea // Dorinthea Ironsong,WTR114 // WTR113,Hero,Young,Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-dorinthea-ironsong?Language=English
Dorinthea - 1st Edition // Quicken - 1st Edition,101-1-dorintheawtr114.jpg // 101-2-quickenwtr225.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.",Dorinthea // Quicken,WTR114 // WTR225,Hero Token Weapon,Aura;Young,Generic Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-quicken?Language=English
"Dorinthea - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",103-1-dorintheawtr114.jpg // 103-2-rhinar-reckless-rampagewtr001.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Dorinthea // Rhinar, Reckless Rampage",WTR114 // WTR001,Hero,Young,Brute Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-rhinar-reckless-rampage?Language=English
Dorinthea Unlimited Edition Normal // Rhinar Unlimited Edition Normal,102-1-dorintheawtr114.jpg // 102-2-rhinarwtr002.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Dorinthea // Rhinar,WTR114 // WTR002,Hero,Young,Brute Warrior,,,Unlimited Edition Normal,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-rhinar?Language=English
Dorinthea - 1st Edition // Romping Club - 1st Edition,104-1-dorintheawtr114.jpg // 104-2-romping-clubwtr003.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Dorinthea // Romping Club,WTR114 // WTR003,Hero Weapon,Club (2H);Young,Brute Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-romping-club?Language=English
Dorinthea Ironsong Unlimited Edition Normal // Harmonized Kodachi Unlimited Edition Normal,106-1-dorinthea-ironsongwtr114.jpg // 106-2-harmonized-kodachiwtr075.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, // Harmonized Kodachi <br />gains go again.",Dorinthea Ironsong // Harmonized Kodachi,WTR114 // WTR075,Hero Weapon,Dagger (1H);Young,Ninja Warrior,,,Unlimited Edition Normal,4,40,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-harmonized-kodachi?Language=English
Dorinthea - 1st Edition // Seismic Surge - 1st Edition,105-1-dorintheawtr114.jpg // 105-2-seismic-surgewtr075.jpg,"Dorinthea <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Dorinthea // Seismic Surge,WTR114 // WTR075,Hero Token,Aura;Club (2H);Young,Generic Warrior,,,1st Edition,4,20,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-seismic-surge?Language=English
Dorinthea Ironsong - 1st Edition // Katsu - 1st Edition,107-1-dorinthea-ironsongwtr113.jpg // 107-2-katsuwtr077.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.",Dorinthea Ironsong // Katsu,WTR113 // WTR077,Hero Weapon,Young,Ninja Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-katsu?Language=English
"Dorinthea Ironsong - 1st Edition // Katsu, the Wanderer - 1st Edition",108-1-dorinthea-ironsongwtr113.jpg // 108-2-katsu-the-wandererwtr076.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Dorinthea Ironsong // Katsu, the Wanderer",WTR113 // WTR076,Hero Weapon,,Ninja Warrior,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-katsu-the-wanderer?Language=English
Dorinthea Ironsong - 1st Edition // Quicken - 1st Edition,109-1-dorinthea-ironsongwtr113.jpg // 109-2-quickenwtr225.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Quicken <br />(Aura's stay in the arena until they are destroyed.) <br />When you play an attack action card or attack with a weapon, destroy // Quicken <br />and the attack gains go again.",Dorinthea Ironsong // Quicken,WTR113 // WTR225,Hero Token,Aura,Generic Warrior,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-quicken?Language=English
Dorinthea Ironsong - 1st Edition // Romping Club - 1st Edition,112-1-dorinthea-ironsongwtr113.jpg // 112-2-romping-clubwtr003.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Romping Club <br />Once per Turn Action - [2 Resource]: Attack <br />Once per Turn Effect - When you discard a card with 6 or more [Power], // Romping Club <br />gains +1 [Power] until end of turn.",Dorinthea Ironsong // Romping Club,WTR113 // WTR003,Hero Weapon,Club (2H),Brute Warrior,,,1st Edition,4,40,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-romping-club?Language=English
Dorinthea Ironsong - 1st Edition // Rhinar - 1st Edition,110-1-dorinthea-ironsongwtr113.jpg // 110-2-rhinarwtr002.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Dorinthea Ironsong // Rhinar,WTR113 // WTR002,Hero,Young,Brute Warrior,,,1st Edition,4,20 // 40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-rhinar?Language=English
Dorinthea Ironsong - 1st Edition // Seismic Surge - 1st Edition,113-1-dorinthea-ironsongwtr113.jpg // 113-2-seismic-surgewtr075.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Seismic Surge <br />At the beginning of your action phase, destroy // Seismic Surge <br />then the next Guardian attack action card you play this turn costs [1 Resource] less to play.",Dorinthea Ironsong // Seismic Surge,WTR113 // WTR075,Hero Token,Aura,Generic Warrior,,,1st Edition,4,40,,4,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-seismic-surge?Language=English
Driving Blade (Blue) Unlimited Edition Normal,114-1-driving-blade-blue-wtr146.jpg,Your next weapon attack this turn gains +1 [Power] and go again. <br />Go again,Driving Blade (Blue),WTR146,Action,,Warrior,2,3,Unlimited Edition Normal,,,3,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/driving-blade-blue?Language=English
"Dorinthea Ironsong - 1st Edition // Rhinar, Reckless Rampage - 1st Edition",111-1-dorinthea-ironsongwtr113.jpg // 111-2-rhinar-reckless-rampagewtr001.jpg,"Dorinthea Ironsong <br />Once per Turn Effect - When your weapon attack hits, you may attack an additional time with that weapon this turn. // Rhinar, Reckless Rampage <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)","Dorinthea Ironsong // Rhinar, Reckless Rampage",WTR113 // WTR001,Hero,,Brute Warrior,,,1st Edition,4,40,,,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/dorinthea-ironsong-rhinar-reckless-rampage?Language=English
Drone of Brutality (Blue) Unlimited Edition Normal,117-1-drone-of-brutality-blue-wtr166.jpg,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",Drone of Brutality (Blue),WTR166,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,3,4,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/drone-of-brutality-blue?Language=English
Driving Blade (Yellow) Unlimited Edition Normal,116-1-driving-blade-yellow-wtr145.jpg,Your next weapon attack this turn gains +2 [Power] and go again. <br />Go again,Driving Blade (Yellow),WTR145,Action,,Warrior,2,3,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/driving-blade-yellow?Language=English
Drone of Brutality (Red) Unlimited Edition Normal,118-1-drone-of-brutality-red-wtr164.jpg,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",Drone of Brutality (Red),WTR164,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,1,6,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/drone-of-brutality-red?Language=English
Drone of Brutality (Yellow) Unlimited Edition Normal,119-1-drone-of-brutality-yellow-wtr165.jpg,"If Drone of Brutality would be put into your graveyard from anywhere, instead put it on the bottom of your deck.",Drone of Brutality (Yellow),WTR165,Action,Attack,Generic,2,2,Unlimited Edition Normal,,,2,5,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/drone-of-brutality-yellow?Language=English
Driving Blade (Red) Unlimited Edition Normal,115-1-driving-blade-red-wtr144.jpg,Your next weapon attack this turn gains +3 [Power] and go again. <br />Go again,Driving Blade (Red),WTR144,Action,,Warrior,2,3,Unlimited Edition Normal,,,1,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/driving-blade-red?Language=English
Emerging Power (Blue) Unlimited Edition Normal,120-1-emerging-power-blue-wtr071.jpg,"(Aura's stay in the arena until they are destroyed.) <br />Go again <br />At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +1 [Power].",Emerging Power (Blue),WTR071,Action,Aura,Guardian,2,3,Unlimited Edition Normal,,,3,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/emerging-power-blue?Language=English
Enlightened Strike ,124-1-enlightened-strikewtr159.jpg,"As an additional cost to play Enlightened Strike, put a card from your hand on the bottom of your deck. <br />Choose 1; <br />• Draw a card. <br />• Enlightened Strike gains +2 [Power]. <br />• Enlightened Strike gains go again.",Enlightened Strike,WTR159,Action,Attack,Generic,0,3,1st Edition,,,1,5,Majestic,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/enlightened-strike?Language=English
Flic Flak (Blue) Unlimited Edition Normal,125-1-flic-flak-blue-wtr094.jpg,"If the next card you defend with this turn is a card with combo, it gains +2 [Defense].",Flic Flak (Blue),WTR094,Defense Reaction,,Ninja,0,2,Unlimited Edition Normal,,,3,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flic-flak-blue?Language=English
Emerging Power (Yellow) Unlimited Edition Normal,122-1-emerging-power-yellow-wtr070.jpg,"(Aura's stay in the arena until they are destroyed.) <br />Go again <br />At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +2 [Power].",Emerging Power (Yellow),WTR070,Action,Aura,Guardian,2,3,Unlimited Edition Normal,,,2,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/emerging-power-yellow?Language=English
Energy Potion Unlimited Edition Rainbow Foil,123-1-energy-potionwtr170.jpg,Instant - Destroy Energy Potion: Gain [2 Resource],Energy Potion,WTR170,Action,Item,Generic,0,,Unlimited Edition Rainbow Foil,,,3,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/energy-potion?Language=English
Emerging Power (Red) Unlimited Edition Normal,121-1-emerging-power-red-wtr069.jpg,"(Aura's stay in the arena until they are destroyed.) <br />Go again <br />At the beginning of your action phase, destroy Emerging Power then the next Guardian attack action card you play this turn gains +3 [Power].",Emerging Power (Red),WTR069,Action,Aura,Guardian,2,3,Unlimited Edition Normal,,,1,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/emerging-power-red?Language=English
Flic Flak (Yellow) ,127-1-flic-flak-yellow-wtr093.jpg,"If the next card you defend with this turn is a card with combo, it gains +2 [Defense].",Flic Flak (Yellow),WTR093,Defense Reaction,,Ninja,0,3,1st Edition,,,2,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flic-flak-yellow?Language=English
Flic Flak (Red) Unlimited Edition Normal,126-1-flic-flak-red-wtr092.jpg,"If the next card you defend with this turn is a card with combo, it gains +2 [Defense].",Flic Flak (Red),WTR092,Defense Reaction,,Ninja,0,4,Unlimited Edition Normal,,,1,,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flic-flak-red?Language=English
Flock of the Feather Walkers (Blue) Unlimited Edition Normal,128-1-flock-of-the-feather-walkers-blue-wtr184.jpg,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [1 Resource] or less. <br />Create a Quicken aura token with ""When you play an attack action card or attack with a weapon, destroy Quicken and the attack gains go again.""",Flock of the Feather Walkers (Blue),WTR184,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,3,3,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flock-of-the-feather-walkers-blue?Language=English
Flock of the Feather Walkers (Yellow) Unlimited Edition Normal,130-1-flock-of-the-feather-walkers-yellow-wtr183.jpg,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [1 Resource] or less. <br />Create a Quicken aura token with ""When you play an attack action card or attack with a weapon, destroy Quicken and the attack gains go again.""",Flock of the Feather Walkers (Yellow),WTR183,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,2,4,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flock-of-the-feather-walkers-yellow?Language=English
Fluster Fist (Blue) Unlimited Edition Normal,131-1-fluster-fist-blue-wtr088.jpg,"Combo - If Open the Center was the last attack this combat chain, Fluster Fist gains +1 [Power] for each attack that has hit this combat chain.",Fluster Fist (Blue),WTR088,Action,Attack,Ninja,0,3,Unlimited Edition Normal,,,3,2,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/fluster-fist-blue?Language=English
Fluster Fist (Red) Unlimited Edition Normal,132-1-fluster-fist-red-wtr086.jpg,"Combo - If Open the Center was the last attack this combat chain, Fluster Fist gains +1 [Power] for each attack that has hit this combat chain.",Fluster Fist (Red),WTR086,Action,Attack,Ninja,0,3,Unlimited Edition Normal,,,1,4,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/fluster-fist-red?Language=English
Fluster Fist (Yellow) Unlimited Edition Normal,133-1-fluster-fist-yellow-wtr087.jpg,"Combo - If Open the Center was the last attack this combat chain, Fluster Fist gains +1 [Power] for each attack that has hit this combat chain.",Fluster Fist (Yellow),WTR087,Action,Attack,Ninja,0,3,Unlimited Edition Normal,,,2,3,Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/fluster-fist-yellow?Language=English
Flock of the Feather Walkers (Red) Unlimited Edition Normal,129-1-flock-of-the-feather-walkers-red-wtr182.jpg,"As an additional cost to play Flock of the Feather Walkers, reveal a card in your hand with cost [1 Resource] or less. <br />Create a Quicken aura token with ""When you play an attack action card or attack with a weapon, destroy Quicken and the attack gains go again.""",Flock of the Feather Walkers (Red),WTR182,Action,Attack,Generic,1,2,Unlimited Edition Normal,,,1,5,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/flock-of-the-feather-walkers-red?Language=English
Fyendal's Spring Tunic ,135-1-fyendal-s-spring-tunicwtr150.jpg,"At the start of your turn, if Fyendal's Spring Tunic has less than 3 energy counters on it, you may put an energy counter on it. <br />Instant - Remove 3 energy counters from Fyendal's Spring Tunic: Gain [1 Resource] <br />Blade Break (If you defend with Fyendal's Spring Tunic, destroy it when the combat chain closes.)",Fyendal's Spring Tunic,WTR150,Equipment,Chest,Generic,,1,1st Edition,,,,,Legendary,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/fyendals-spring-tunic?Language=English
Forged for War Unlimited Edition Normal,134-1-forged-for-warwtr046.jpg,"Go again <br />While Forged for War is in the arena, equipment you control gain +1 [Defense]. <br />At the beginning of your action phase, destroy Forged for War.",Forged for War,WTR046,Action,Aura,Guardian,2,3,Unlimited Edition Normal,,,2,,Super Rare,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/forged-for-war?Language=English
Glint the Quicksilver Unlimited Edition Rainbow Foil,136-1-glint-the-quicksilverwtr118.jpg,"Target weapon attack gains go again. <br />Reprise - If the defending hero has defended with a card from their hand this chain link, draw a card.",Glint the Quicksilver,WTR118,Attack Reaction,,Warrior,0,3,Unlimited Edition Rainbow Foil,,,3,,Majestic,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/glint-the-quicksilver?Language=English
Goliath Gauntlet Unlimited Edition Normal,137-1-goliath-gauntletwtr153.jpg,Action - Destroy Goliath Gauntlet: The next attack action card with cost [2 Resource] or greater you play this turn gains +2 [Power]. Go again,Goliath Gauntlet,WTR153,Equipment,Arms,Generic,,0,Unlimited Edition Normal,,,,,Common,Welcome to Rathe,false,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/goliath-gauntlet?Language=English
"Harmonized Kodachi - 1st Edition // Katsu, the Wanderer - 1st Edition",139-1-harmonized-kodachiwtr078.jpg // 139-2-katsu-the-wandererwtr076.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Katsu, the Wanderer <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.","Harmonized Kodachi // Katsu, the Wanderer",WTR078 // WTR076,Hero Weapon,Dagger (1H),Ninja,,,1st Edition,4,40,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-katsu-the-wanderer?Language=English
Harmonized Kodachi Unlimited Edition Normal // Rhinar Unlimited Edition Normal,141-1-harmonized-kodachiwtr078.jpg // 141-2-rhinarwtr002.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Rhinar <br />When you discard a card with 6 or more [Power] during your action phase, intimidate. (Target hero banishes face down a random card from their hand. At the beginning of the end phase, return all cards banished this way to their owners hand.)",Harmonized Kodachi // Rhinar,WTR078 // WTR002,Hero Weapon,Aura;Dagger (1H);Young,Brute Ninja,,,Unlimited Edition Normal,4,20,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-rhinar?Language=English
Harmonized Kodachi Unlimited Edition Normal // Katsu Unlimited Edition Normal,138-1-harmonized-kodachiwtr078.jpg // 138-2-katsuwtr077.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Katsu <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.",Harmonized Kodachi // Katsu,WTR078 // WTR077,Hero Weapon,Dagger (1H);Young,Ninja,,,Unlimited Edition Normal,4,20,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-katsu?Language=English
Harmonized Kodachi Unlimited Edition Normal // Quicken Unlimited Edition Normal,140-1-harmonized-kodachiwtr078.jpg // 140-2-quickenwtr225.jpg,"Harmonized Kodachi <br />Once per Turn Action - [1 Resource]: Attack <br />If you have a card in your pitch zone with cost 0, Harmonized Kodachi gains go again. // Quicken <br />Once per Turn Effect - When an attack action card you control hits, you may discard a card with cost 0. If you do, search your deck for a card with combo, banish it face up, then shuffle your deck. You may play it this turn.",Harmonized Kodachi // Quicken,WTR078 // WTR225,Token Weapon,Aura;Dagger (1H),Generic Ninja,,,Unlimited Edition Normal,,,,1,Token,Welcome to Rathe,true,https://shop.tcgplayer.com/flesh-and-blood-tcg/welcome-to-rathe/harmonized-kodachi-quicken?Language=English
